county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,FIPs,climate_zone,matched_station_fip,distance
Los Angeles,Los Angeles,Los Angeles County,6037,CA,California,34.3209,-118.2247,10019635,G0600370,3B,G0600370,12.39388875
Cook,Cook,Cook County,17031,IL,Illinois,41.8401,-87.8168,5265398,G1700310,5A,G1701970,25.68060311
Harris,Harris,Harris County,48201,TX,Texas,29.8577,-95.3936,4697957,G4802010,2A,G4802010,8.118090315
Maricopa,Maricopa,Maricopa County,4013,AZ,Arizona,33.349,-112.4915,4367186,G0400130,2B,G0400130,8.856736126
San Diego,San Diego,San Diego County,6073,CA,California,33.0343,-116.735,3296317,G0600730,3B,G0600730,12.45437515
Orange,Orange,Orange County,6059,CA,California,33.7031,-117.7609,3182923,G0600590,3B,G0600590,7.751817164
Kings,Kings,Kings County,36047,NY,New York,40.6395,-73.9385,2712360,G3600470,4A,G3600610,6.470941887
Miami-Dade,Miami-Dade,Miami-Dade County,12086,FL,Florida,25.615,-80.5623,2690113,G1200860,1A,G1200860,9.230023239
Dallas,Dallas,Dallas County,48113,TX,Texas,32.7666,-96.7778,2604722,G4801130,3A,G4804390,19.19795932
Riverside,Riverside,Riverside County,6065,CA,California,33.7436,-115.9938,2409331,G0600650,3B,G0600650,13.98594895
Queens,Queens,Queens County,36081,NY,New York,40.7023,-73.8203,2393104,G3600810,4A,G3600810,4.429992808
King,King,King County,53033,WA,Washington,47.4902,-121.8052,2240876,G5300330,4C,G5300330,28.27629565
Clark,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,2231147,G3200030,3B,G3200030,2.759155053
San Bernardino,San Bernardino,San Bernardino County,6071,CA,California,34.8414,-116.1784,2171071,G0600710,3B,G0600710,37.45553012
Tarrant,Tarrant,Tarrant County,48439,TX,Texas,32.7719,-97.2911,2091953,G4804390,3A,G4804390,5.832030057
Bexar,Bexar,Bexar County,48029,TX,Texas,29.4489,-98.52,1990522,G4800290,2A,G4800290,6.305931423
Broward,Broward,Broward County,12011,FL,Florida,26.1523,-80.4871,1934551,G1200110,1A,G1200110,20.49061263
Santa Clara,Santa Clara,Santa Clara County,6085,CA,California,37.2318,-121.6951,1932022,G0600850,3C,G0600850,10.95840594
Wayne,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,1789781,G2601630,5A,G2601630,4.878309716
Alameda,Alameda,Alameda County,6001,CA,California,37.6469,-121.8888,1673133,G0600010,3C,G0600010,6.176788082
New York,New York,New York County,36061,NY,New York,40.7785,-73.9674,1669127,G3600610,4A,G3600610,0.125362928
Middlesex,Middlesex,Middlesex County,25017,MA,Massachusetts,42.4856,-71.3918,1623411,G2500170,5A,G2500170,7.615982553
Philadelphia,Philadelphia,Philadelphia County,42101,PA,Pennsylvania,40.0077,-75.1339,1596865,G4201010,4A,G4201010,9.933387229
Sacramento,Sacramento,Sacramento County,6067,CA,California,38.4493,-121.3443,1571767,G0600670,3B,G0600670,8.009626529
Suffolk,Suffolk,Suffolk County,36103,NY,New York,40.8686,-72.8448,1522998,G3601030,4A,G3601030,3.885336612
Palm Beach,Palm Beach,Palm Beach County,12099,FL,Florida,26.6476,-80.4655,1481233,G1200990,2A,G1200110,36.98302652
Bronx,Bronx,Bronx County,36005,NY,New York,40.8501,-73.866,1468262,G3600050,4A,G3600810,5.012231634
Hillsborough,Hillsborough,Hillsborough County,12057,FL,Florida,27.9291,-82.3091,1444359,G1200570,2A,G1201030,24.80652072
Orange,Orange,Orange County,12095,FL,Florida,28.5145,-81.3236,1409949,G1200950,2A,G1200950,2.540063815
Nassau,Nassau,Nassau County,36059,NY,New York,40.7328,-73.5865,1391678,G3600590,4A,G3601030,11.72416781
Franklin,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,1313598,G3900490,5A,G3900450,28.49306792
Oakland,Oakland,Oakland County,26125,MI,Michigan,42.6604,-83.3858,1271983,G2601250,5A,G2601250,2.205778587
Hennepin,Hennepin,Hennepin County,27053,MN,Minnesota,45.0045,-93.477,1270283,G2700530,6A,G2700530,9.579684659
Travis,Travis,Travis County,48453,TX,Texas,30.3344,-97.782,1267795,G4804530,2A,G4804530,1.78172855
Cuyahoga,Cuyahoga,Cuyahoga County,39035,OH,Ohio,41.4243,-81.6586,1263667,G3900350,5A,G3900350,6.63021016
Allegheny,Allegheny,Allegheny County,42003,PA,Pennsylvania,40.4688,-79.9812,1246116,G4200030,5A,G4200030,8.872610953
Salt Lake,Salt Lake,Salt Lake County,49035,UT,Utah,40.6673,-111.9236,1173331,G4900350,5B,G4900350,8.275742629
Contra Costa,Contra Costa,Contra Costa County,6013,CA,California,37.9192,-121.9277,1161643,G0600130,3B,G0600130,8.474945575
Fairfax,Fairfax,Fairfax County,51059,VA,Virginia,38.8368,-77.277,1146825,G5100590,4A,G5100590,10.53254832
Wake,Wake,Wake County,37183,NC,North Carolina,35.7903,-78.6503,1112883,G3701830,4A,G3701830,10.60943805
Mecklenburg,Mecklenburg,Mecklenburg County,37119,NC,North Carolina,35.2467,-80.8328,1100984,G3701190,3A,G3701190,7.257002354
Montgomery,Montgomery,Montgomery County,24031,MD,Maryland,39.1363,-77.2042,1057201,G2400310,4A,G2400310,3.433469928
Fulton,Fulton,Fulton County,13121,GA,Georgia,33.7903,-84.467,1054286,G1301210,3A,G1301210,3.815940977
Collin,Collin,Collin County,48085,TX,Texas,33.188,-96.5724,1039812,G4800850,3A,G4800850,1.293929588
Pima,Pima,Pima County,4019,AZ,Arizona,32.0974,-111.7899,1035063,G0400190,2B,G0400190,42.64276236
Honolulu,Honolulu,Honolulu County,15003,HI,Hawaii,21.5008,-158.1053,1015167,G1500030,1A,G1500090,73.64586281
Fresno,Fresno,Fresno County,6019,CA,California,36.7582,-119.6493,1003150,G0600190,3B,G0600190,4.698808689
St. Louis,St. Louis,St. Louis County,29189,MO,Missouri,38.6407,-90.4434,1001982,G2901890,4A,G2901890,9.236886621
Westchester,Westchester,Westchester County,36119,NY,New York,41.1624,-73.7561,999723,G3601190,4A,G3601190,7.38983978
Duval,Duval,Duval County,12031,FL,Florida,30.3316,-81.6708,983153,G1200310,2A,G1200310,6.824968382
Marion,Marion,Marion County,18097,IN,Indiana,39.7817,-86.1385,969542,G1800970,5A,G1800970,9.47548063
Pinellas,Pinellas,Pinellas County,12103,FL,Florida,27.92,-82.7256,957989,G1201030,2A,G1201030,2.674158678
Prince George's,Prince George's,Prince George's County,24033,MD,Maryland,38.8295,-76.8473,957767,G2400330,4A,G2400330,0.906855286
Fairfield,Fairfield,Fairfield County,9001,CT,Connecticut,41.271,-73.3893,956446,G0900010,5A,G0900010,9.482315512
Bergen,Bergen,Bergen County,34003,NJ,New Jersey,40.9597,-74.0742,952979,G3400030,5A,G3400030,7.642396572
Erie,Erie,Erie County,36029,NY,New York,42.764,-78.7323,949715,G3600290,5A,G3600290,12.28530218
Gwinnett,Gwinnett,Gwinnett County,13135,GA,Georgia,33.9617,-84.0236,948505,G1301350,3A,G1300890,20.16837007
Milwaukee,Milwaukee,Milwaukee County,55079,WI,Wisconsin,43.0072,-87.9669,939123,G5500790,6A,G5500790,5.566141892
DuPage,DuPage,DuPage County,17043,IL,Illinois,41.852,-88.0856,934094,G1700430,5A,G1700430,11.9472661
Shelby,Shelby,Shelby County,47157,TN,Tennessee,35.1842,-89.894,929178,G4701570,3A,G4701570,10.95473594
Pierce,Pierce,Pierce County,53053,WA,Washington,47.0241,-122.1046,910225,G5300530,4C,G5300530,13.77347996
Kern,Kern,Kern County,6029,CA,California,35.3426,-118.7301,905644,G0600290,3B,G0600290,23.27821261
Hartford,Hartford,Hartford County,9003,CT,Connecticut,41.8064,-72.7329,898636,G0900030,5A,G0900030,7.658542798
Denton,Denton,Denton County,48121,TX,Texas,33.2055,-97.1168,885012,G4801210,3A,G4801210,5.685665317
Macomb,Macomb,Macomb County,26099,MI,Michigan,42.6957,-82.9323,879123,G2600990,5A,G2600990,9.538828724
San Francisco,San Francisco,San Francisco County,6075,CA,California,37.7558,-122.4449,865933,G0600750,3C,G0600010,8.630320369
Hidalgo,Hidalgo,Hidalgo County,48215,TX,Texas,26.3969,-98.1812,865677,G4802150,2A,G4802150,4.77147275
New Haven,New Haven,New Haven County,9009,CT,Connecticut,41.4106,-72.9321,864751,G0900090,5A,G0900090,7.650167523
El Paso,El Paso,El Paso County,48141,TX,Texas,31.7686,-106.2348,860485,G4801410,3B,G4801410,10.19725454
Middlesex,Middlesex,Middlesex County,34023,NJ,New Jersey,40.4392,-74.4117,858770,G3400230,4A,G3400350,21.91136825
Worcester,Worcester,Worcester County,25027,MA,Massachusetts,42.3514,-71.9077,856858,G2500270,5A,G2500270,6.075469018
Essex,Essex,Essex County,34013,NJ,New Jersey,40.7872,-74.247,852720,G3400130,4A,G3400130,6.627608407
Montgomery,Montgomery,Montgomery County,42091,PA,Pennsylvania,40.2108,-75.3673,850890,G4200910,4A,G4200910,8.779882425
Baltimore,Baltimore,Baltimore County,24005,MD,Maryland,39.4627,-76.6393,850702,G2400050,4A,G2405100,12.74126183
Ventura,Ventura,Ventura County,6111,CA,California,34.4561,-119.0836,845255,G0601110,3C,G0601110,16.57678196
Hamilton,Hamilton,Hamilton County,39061,OH,Ohio,39.1955,-84.5428,826790,G3900610,4A,G3900610,10.68914727
Snohomish,Snohomish,Snohomish County,53061,WA,Washington,48.0475,-121.6975,820024,G5300610,4C,G5300610,32.87194701
Multnomah,Multnomah,Multnomah County,41051,OR,Oregon,45.5468,-122.4148,810011,G4100510,4C,G4100510,1.04733237
Fort Bend,Fort Bend,Fort Bend County,48157,TX,Texas,29.5275,-95.7709,806497,G4801570,2A,G4801570,10.23664876
Essex,Essex,Essex County,25009,MA,Massachusetts,42.6732,-70.952,804598,G2500090,5A,G2500090,6.692116464
Suffolk,Suffolk,Suffolk County,25025,MA,Massachusetts,42.3333,-71.0719,792647,G2500250,5A,G2500250,1.904930926
Oklahoma,Oklahoma,Oklahoma County,40109,OK,Oklahoma,35.5515,-97.4072,790938,G4001090,3A,G4001090,9.470859708
Jefferson,Jefferson,Jefferson County,21111,KY,Kentucky,38.1872,-85.6591,780449,G2101110,4A,G2101110,2.842308816
San Joaquin,San Joaquin,San Joaquin County,6077,CA,California,37.9348,-121.2714,771406,G0600770,3B,G0600770,2.825723141
Cobb,Cobb,Cobb County,13067,GA,Georgia,33.9415,-84.5767,762500,G1300670,3A,G1300670,4.493288916
San Mateo,San Mateo,San Mateo County,6081,CA,California,37.4229,-122.329,762488,G0600810,3C,G0600850,15.03458215
DeKalb,DeKalb,DeKalb County,13089,GA,Georgia,33.7715,-84.2264,758634,G1300890,3A,G1300890,8.865201921
Monroe,Monroe,Monroe County,36055,NY,New York,43.1464,-77.6961,757332,G3600550,5A,G3600510,40.1236493
Lee,Lee,Lee County,12071,FL,Florida,26.5779,-81.8337,752251,G1200710,2A,G1200710,1.951084681
El Paso,El Paso,El Paso County,8041,CO,Colorado,38.8321,-104.5254,722736,G0800410,5B,G0800390,27.64323942
Norfolk,Norfolk,Norfolk County,25021,MA,Massachusetts,42.1605,-71.2115,720403,G2500210,5A,G2500210,3.343369164
Lake,Lake,Lake County,17097,IL,Illinois,42.3233,-88.0037,714484,G1700970,5A,G1700970,11.46314361
Hudson,Hudson,Hudson County,34017,NJ,New Jersey,40.7371,-74.0779,713264,G3400170,4A,G3600610,5.380147737
Jackson,Jackson,Jackson County,29095,MO,Missouri,39.0085,-94.3461,713229,G2900950,4A,G2900950,3.770898461
Polk,Polk,Polk County,12105,FL,Florida,27.9489,-81.6976,713148,G1201050,2A,G1200950,42.62530861
Davidson,Davidson,Davidson County,47037,TN,Tennessee,36.1695,-86.7847,708490,G4700370,4A,G4700370,7.484391917
Denver,Denver,Denver County,8031,CO,Colorado,39.762,-104.8758,706799,G0800310,5B,G0800050,9.700623422
Will,Will,Will County,17197,IL,Illinois,41.445,-87.9786,696403,G1701970,5A,G1701970,13.61789265
District of Columbia,District of Columbia,District of Columbia,11001,DC,District of Columbia,38.9047,-77.0163,683154,G1100010,4A,G5100130,3.962580205
Bernalillo,Bernalillo,Bernalillo County,35001,NM,New Mexico,35.0514,-106.6702,674919,G3500010,4B,G3500570,45.9566537
Jefferson,Jefferson,Jefferson County,1073,AL,Alabama,33.5543,-86.8964,672550,G0100730,3A,G0100730,10.16218961
Tulsa,Tulsa,Tulsa County,40143,OK,Oklahoma,36.1211,-95.9415,664084,G4001430,3A,G4001430,6.394397845
Providence,Providence,Providence County,44007,RI,Rhode Island,41.8721,-71.58,656672,G4400070,5A,G4400070,7.023883735
Kent,Kent,Kent County,26081,MI,Michigan,43.0322,-85.5493,654958,G2600810,5A,G2600810,10.54071584
Arapahoe,Arapahoe,Arapahoe County,8005,CO,Colorado,39.6498,-104.3393,651621,G0800050,5B,G0800310,27.16254188
Utah,Utah,Utah County,49049,UT,Utah,40.1199,-111.6703,648265,G4900490,5B,G4900490,7.763435794
Bucks,Bucks,Bucks County,42017,PA,Pennsylvania,40.337,-75.1069,643872,G4200170,4A,G4200170,1.214296666
Monmouth,Monmouth,Monmouth County,34025,NJ,New Jersey,40.2603,-74.2213,642160,G3400250,4A,G3400250,8.97945752
Ocean,Ocean,Ocean County,34029,NJ,New Jersey,39.8855,-74.2813,630057,G3400290,4A,G3400250,23.50681683
Montgomery,Montgomery,Montgomery County,48339,TX,Texas,30.3002,-95.503,607999,G4803390,2A,G4803390,7.302727843
Johnson,Johnson,Johnson County,20091,KS,Kansas,38.8838,-94.8223,605154,G2000910,4A,G2000910,5.896101828
Brevard,Brevard,Brevard County,12009,FL,Florida,28.2937,-80.7323,601573,G1200090,2A,G1200950,41.55716551
Washington,Washington,Washington County,41067,OR,Oregon,45.56,-123.0984,596969,G4100670,4C,G4100670,10.43294769
Baltimore,Baltimore,Baltimore City,24510,MD,Maryland,39.3051,-76.6144,592211,G2405100,4A,G2405100,1.708266711
Williamson,Williamson,Williamson County,48491,TX,Texas,30.6475,-97.6004,591759,G4804910,2A,G4804910,5.856894183
Anne Arundel,Anne Arundel,Anne Arundel County,24003,MD,Maryland,39.0065,-76.6051,584064,G2400030,4A,G2400030,8.804186597
Jefferson,Jefferson,Jefferson County,8059,CO,Colorado,39.5864,-105.2505,580130,G0800590,5B,G0800050,27.79386795
Douglas,Douglas,Douglas County,31055,NE,Nebraska,41.2953,-96.1543,578771,G3100550,5A,G3100550,7.465524103
Bristol,Bristol,Bristol County,25005,MA,Massachusetts,41.7972,-71.1144,576070,G2500050,5A,G4400050,19.08182983
Delaware,Delaware,Delaware County,42045,PA,Pennsylvania,39.9167,-75.3991,573883,G4200450,4A,G4201010,10.5678413
Union,Union,Union County,34039,NJ,New Jersey,40.6601,-74.3087,571963,G3400390,4A,G3400130,10.20479854
New Castle,New Castle,New Castle County,10003,DE,Delaware,39.5768,-75.6527,567769,G1000030,4A,G4201010,35.00540512
Dane,Dane,Dane County,55025,WI,Wisconsin,43.0673,-89.4181,555474,G5500250,6A,G5500250,7.432048755
Pasco,Pasco,Pasco County,12101,FL,Florida,28.3091,-82.3932,551598,G1201010,2A,G1200530,12.15628585
Stanislaus,Stanislaus,Stanislaus County,6099,CA,California,37.5591,-120.9977,550842,G0600990,3B,G0600990,5.530321706
Lancaster,Lancaster,Lancaster County,42071,PA,Pennsylvania,40.0424,-76.2477,550480,G4200710,5A,G4200710,6.250165277
Ramsey,Ramsey,Ramsey County,27123,MN,Minnesota,45.0171,-93.0996,549377,G2701230,6A,G2701230,6.613709077
Volusia,Volusia,Volusia County,12127,FL,Florida,29.0584,-81.1819,548783,G1201270,2A,G1201270,11.76026888
Summit,Summit,Summit County,39153,OH,Ohio,41.126,-81.5322,540567,G3901530,5A,G3901530,7.855918484
Guilford,Guilford,Guilford County,37081,NC,North Carolina,36.0795,-79.7889,537113,G3700810,4A,G3700810,10.72053549
Montgomery,Montgomery,Montgomery County,39113,OH,Ohio,39.7547,-84.2907,536136,G3901130,5A,G3901130,11.58065104
Chester,Chester,Chester County,42029,PA,Pennsylvania,39.9731,-75.7484,531704,G4200290,4A,G4200910,22.60472376
Spokane,Spokane,Spokane County,53063,WA,Washington,47.6207,-117.404,531477,G5300630,5B,G5300630,7.401328545
Plymouth,Plymouth,Plymouth County,25023,MA,Massachusetts,41.9512,-70.8114,527602,G2500230,5A,G2500230,6.372115778
Camden,Camden,Camden County,34007,NJ,New Jersey,39.8035,-74.9597,521194,G3400070,4A,G4201010,19.58719358
Passaic,Passaic,Passaic County,34031,NJ,New Jersey,41.0343,-74.3008,521067,G3400310,4A,G3400130,11.01820155
Sedgwick,Sedgwick,Sedgwick County,20173,KS,Kansas,37.6848,-97.461,520467,G2001730,4A,G2001730,3.075164869
Greenville,Greenville,Greenville County,45045,SC,South Carolina,34.8941,-82.3706,519178,G4500450,3A,G4500830,10.65475556
Kane,Kane,Kane County,17089,IL,Illinois,41.9388,-88.4286,518648,G1700890,5A,G1700890,12.17617347
Adams,Adams,Adams County,8001,CO,Colorado,39.8736,-104.3379,514969,G0800010,5B,G0800310,22.74730591
Morris,Morris,Morris County,34027,NJ,New Jersey,40.862,-74.5445,508347,G3400270,5A,G3400370,16.75297355
Clark,Clark,Clark County,53011,WA,Washington,45.7792,-122.4825,496494,G5300110,4C,G4100510,15.39879583
Lake,Lake,Lake County,18089,IN,Indiana,41.4167,-87.3821,495925,G1800890,5A,G1700910,40.34799523
Richmond,Richmond,Richmond County,36085,NY,New York,40.5808,-74.1524,493194,G3600850,4A,G3400130,8.303541868
Sonoma,Sonoma,Sonoma County,6097,CA,California,38.5289,-122.8881,492498,G0600970,3C,G0600410,35.12429314
Polk,Polk,Polk County,19153,IA,Iowa,41.6854,-93.5734,488871,G1901530,5A,G1901530,0.641879418
Ada,Ada,Ada County,16001,ID,Idaho,43.4511,-116.2412,485246,G1600010,5B,G1600010,8.291983871
Washoe,Washoe,Washoe County,32031,NV,Nevada,40.6655,-119.6643,479758,G3200310,5B,G3200310,70.53118473
Prince William,Prince William,Prince William County,51153,VA,Virginia,38.7029,-77.4809,477224,G5101530,4A,G5106830,2.670273678
Knox,Knox,Knox County,47093,TN,Tennessee,35.9932,-83.9371,475286,G4700930,4A,G4700090,12.62187595
Onondaga,Onondaga,Onondaga County,36067,NY,New York,43.0058,-76.1946,474621,G3600670,5A,G3600670,9.372890573
Tulare,Tulare,Tulare County,6107,CA,California,36.2202,-118.8005,470999,G0601070,3B,G0601070,22.52629253
Seminole,Seminole,Seminole County,12117,FL,Florida,28.717,-81.2363,467382,G1201170,2A,G1201170,4.389972544
Hampden,Hampden,Hampden County,25013,MA,Massachusetts,42.1351,-72.6316,466265,G2500130,5A,G2500130,5.9961273
Burlington,Burlington,Burlington County,34005,NJ,New Jersey,39.8777,-74.6681,460102,G3400050,4A,G4201010,27.60800911
Virginia Beach,Virginia Beach,Virginia Beach City,51810,VA,Virginia,36.7335,-76.0435,457658,G5108100,4A,G5107100,15.80509104
East Baton Rouge,East Baton Rouge,East Baton Rouge Parish,22033,LA,Louisiana,30.5383,-91.0956,455447,G2200330,2A,G2200330,3.552299937
York,York,York County,42133,PA,Pennsylvania,39.92,-76.7265,454605,G4201330,4A,G4201330,10.20430122
Solano,Solano,Solano County,6095,CA,California,38.27,-121.9329,451432,G0600950,3B,G0600950,1.200826514
Santa Barbara,Santa Barbara,Santa Barbara County,6083,CA,California,34.6729,-120.0169,447651,G0600830,3C,G0600830,6.174297455
Jefferson,Jefferson,Jefferson Parish,22051,LA,Louisiana,29.7872,-90.1274,439402,G2200510,2A,G2200750,8.260442295
Monterey,Monterey,Monterey County,6053,CA,California,36.2171,-121.2388,438953,G0600530,3C,G0600530,40.0949185
Dakota,Dakota,Dakota County,27037,MN,Minnesota,44.6719,-93.0654,435863,G2700370,6A,G2700370,11.64931153
Lucas,Lucas,Lucas County,39095,OH,Ohio,41.6197,-83.6588,431212,G3900950,5A,G2601150,8.048461241
Sarasota,Sarasota,Sarasota County,12115,FL,Florida,27.1845,-82.3315,429336,G1201150,2A,G1200150,29.95008246
Berks,Berks,Berks County,42011,PA,Pennsylvania,40.4163,-75.926,426967,G4200110,5A,G4200110,4.435075926
Pinal,Pinal,Pinal County,4021,AZ,Arizona,32.9044,-111.3448,420625,G0400210,2B,G0400210,29.37230846
Cameron,Cameron,Cameron County,48061,TX,Texas,26.1333,-97.5182,420554,G4800610,2A,G4800610,11.45127433
Hillsborough,Hillsborough,Hillsborough County,33011,NH,New Hampshire,42.9153,-71.7161,420504,G3300110,5A,G3300110,16.53435045
Clackamas,Clackamas,Clackamas County,41005,OR,Oregon,45.188,-122.2209,418577,G4100050,4C,G4100510,27.93547914
Richland,Richland,Richland County,45079,SC,South Carolina,34.0218,-80.9031,414719,G4500790,3A,G4500790,7.323599471
Mobile,Mobile,Mobile County,1097,AL,Alabama,30.7872,-88.2058,414620,G0100970,2A,G2800470,55.45713628
Loudoun,Loudoun,Loudoun County,51107,VA,Virginia,39.0907,-77.6357,413574,G5101070,4A,G5101070,5.445622666
Genesee,Genesee,Genesee County,26049,MI,Michigan,43.0217,-83.7067,406400,G2600490,5A,G2600490,4.843294095
Waukesha,Waukesha,Waukesha County,55133,WI,Wisconsin,43.0182,-88.3045,405332,G5501330,6A,G5500790,19.93256214
Charleston,Charleston,Charleston County,45019,SC,South Carolina,32.8346,-79.9531,404946,G4500190,3A,G4500190,6.628359087
St. Charles,St. Charles,St. Charles County,29183,MO,Missouri,38.782,-90.6749,402377,G2901830,4A,G2901890,8.744195449
Placer,Placer,Placer County,6061,CA,California,39.0634,-120.7177,400330,G0600610,3B,G0600610,14.78375272
Orange,Orange,Orange County,36071,NY,New York,41.4022,-74.3056,398277,G3600710,5A,G3600710,7.902840641
Pulaski,Pulaski,Pulaski County,5119,AR,Arkansas,34.77,-92.312,397931,G0501190,3A,G0501190,5.8600749
Manatee,Manatee,Manatee County,12081,FL,Florida,27.4719,-82.3153,394824,G1200810,2A,G1201030,29.01788109
Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,G3900170,5A,G3900170,6.234864531
Mercer,Mercer,Mercer County,34021,NJ,New Jersey,40.2834,-74.7018,384951,G3400210,5A,G3400210,7.911311258
Orleans,Orleans,Orleans Parish,22071,LA,Louisiana,30.0687,-89.9288,383974,G2200710,2A,G2200750,18.04824101
Madison,Madison,Madison County,1089,AL,Alabama,34.7631,-86.5502,382149,G0100890,3A,G0100890,6.787803163
Allen,Allen,Allen County,18003,IN,Indiana,41.0909,-85.0666,381839,G1800030,5A,G1800030,11.16541997
Forsyth,Forsyth,Forsyth County,37067,NC,North Carolina,36.1306,-80.2563,380583,G3700670,4A,G3700670,2.384068883
Lane,Lane,Lane County,41039,OR,Oregon,43.9386,-122.848,380532,G4100390,4C,G4100390,28.32023234
Osceola,Osceola,Osceola County,12097,FL,Florida,28.0627,-81.1494,380331,G1200970,2A,G1200950,28.12535994
Lake,Lake,Lake County,12069,FL,Florida,28.7615,-81.7113,375059,G1200690,2A,G1200690,7.97135585
Stark,Stark,Stark County,39151,OH,Ohio,40.8139,-81.3656,374712,G3901510,5A,G3901530,8.513218743
Collier,Collier,Collier County,12021,FL,Florida,26.1108,-81.3475,372797,G1200210,2A,G1200710,40.73550428
Lehigh,Lehigh,Lehigh County,42077,PA,Pennsylvania,40.6127,-75.5923,372492,G4200770,5A,G4200770,11.29415952
Washtenaw,Washtenaw,Washtenaw County,26161,MI,Michigan,42.2532,-83.8388,372428,G2601610,5A,G2601610,6.881749452
Marion,Marion,Marion County,12083,FL,Florida,29.2102,-82.0567,370372,G1200830,2A,G1200830,11.4831068
Brazoria,Brazoria,Brazoria County,48039,TX,Texas,29.1897,-95.4521,368575,G4800390,2A,G4800390,5.555007682
Bell,Bell,Bell County,48027,TX,Texas,31.0373,-97.4788,364703,G4800270,2A,G4800270,8.890238825
Hamilton,Hamilton,Hamilton County,47065,TN,Tennessee,35.1808,-85.1648,363790,G4700650,4A,G4700650,10.48666287
Anoka,Anoka,Anoka County,27003,MN,Minnesota,45.2733,-93.2465,360773,G2700030,6A,G2700030,8.769035004
Chesterfield,Chesterfield,Chesterfield County,51041,VA,Virginia,37.3785,-77.587,359798,G5100410,4A,G5100530,14.80073235
Davis,Davis,Davis County,49011,UT,Utah,40.99,-112.1115,358831,G4900110,5B,G4900110,13.30627767
Westmoreland,Westmoreland,Westmoreland County,42129,PA,Pennsylvania,40.3109,-79.4668,355107,G4201290,5A,G4200030,31.63241102
Larimer,Larimer,Larimer County,8069,CO,Colorado,40.6664,-105.4612,354670,G0800690,5B,G0800690,34.17615672
Nueces,Nueces,Nueces County,48355,TX,Texas,27.7254,-97.6134,353594,G4803550,2A,G4802730,21.00892062
Douglas,Douglas,Douglas County,8035,CO,Colorado,39.3297,-104.9296,351929,G0800350,5B,G0800050,17.53096114
Galveston,Galveston,Galveston County,48167,TX,Texas,29.3945,-94.9635,347084,G4801670,2A,G4801670,6.635205118
Horry,Horry,Horry County,45051,SC,South Carolina,33.9214,-78.9966,344865,G4500510,3A,G4500510,10.77390081
Marion,Marion,Marion County,41047,OR,Oregon,44.9033,-122.5845,344037,G4100470,4C,G4100470,27.09977781
Somerset,Somerset,Somerset County,34035,NJ,New Jersey,40.5635,-74.6163,343950,G3400350,5A,G3400350,5.549596533
Hamilton,Hamilton,Hamilton County,18057,IN,Indiana,40.0725,-86.052,341616,G1800570,5A,G1800110,14.06043235
Rockland,Rockland,Rockland County,36087,NY,New York,41.1525,-74.0242,336485,G3600870,4A,G3400030,21.07739456
Rutherford,Rutherford,Rutherford County,47149,TN,Tennessee,35.8427,-86.4168,335595,G4701490,4A,G4701490,13.53737456
Cumberland,Cumberland,Cumberland County,37051,NC,North Carolina,35.0487,-78.8277,333582,G3700510,3A,G3700510,5.386439728
Henrico,Henrico,Henrico County,51087,VA,Virginia,37.538,-77.4058,331924,G5100870,4A,G5100870,5.659250826
Howard,Howard,Howard County,24027,MD,Maryland,39.2507,-76.9312,329248,G2400270,4A,G2400030,16.52931943
Boulder,Boulder,Boulder County,8013,CO,Colorado,40.0925,-105.3577,328713,G0800130,5B,G0800130,9.832271564
Luzerne,Luzerne,Luzerne County,42079,PA,Pennsylvania,41.177,-75.9892,324825,G4200790,5A,G4200790,20.73967174
St. Lucie,St. Lucie,St. Lucie County,12111,FL,Florida,27.3773,-80.472,324599,G1201110,2A,G1201110,10.6242317
Spartanburg,Spartanburg,Spartanburg County,45083,SC,South Carolina,34.9309,-81.9908,322864,G4500830,3A,G4500830,2.554937336
Weld,Weld,Weld County,8123,CO,Colorado,40.5548,-104.3925,322424,G0801230,5B,G0801230,18.4916022
Fayette,Fayette,Fayette County,21067,KY,Kentucky,38.0423,-84.4587,321354,G2100670,4A,G2100670,9.793026677
Lancaster,Lancaster,Lancaster County,31109,NE,Nebraska,40.7842,-96.6878,320301,G3101090,5A,G3101090,6.262793767
Durham,Durham,Durham County,37063,NC,North Carolina,36.036,-78.8766,320146,G3700630,4A,G3701830,13.37192553
Escambia,Escambia,Escambia County,12033,FL,Florida,30.669,-87.363,318828,G1200330,2A,G1200330,17.87072727
Albany,Albany,Albany County,36001,NY,New York,42.6002,-73.9736,314679,G3600010,5A,G3600010,15.85985969
Rockingham,Rockingham,Rockingham County,33015,NH,New Hampshire,42.9875,-71.1254,312771,G3300150,5A,G3300170,14.87227901
Lorain,Lorain,Lorain County,39093,OH,Ohio,41.2957,-82.151,311737,G3900930,5A,G3900930,4.359461496
Northampton,Northampton,Northampton County,42095,PA,Pennsylvania,40.7542,-75.3076,311359,G4200950,5A,G4200770,11.29477837
McHenry,McHenry,McHenry County,17111,IL,Illinois,42.3244,-88.4523,310749,G1701110,6A,G5501010,27.2888178
